Company,Sector,Unit,Year,UF,Ecoregion,Biome,River_Basin,Area_ha,FB_dolar,GEE_tCO2e_ano,Energ_tep-year,Water_m3,IIr,IIg,IIa,IIe,IIoa,IIB,BCA_min,BCA_achieved,Mitigation
AG1,Agrop/Alim,AG1.12,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,3319772,1206,247,22880,1,1,4,1,333,68,22905,1340,6%
AG1,Agrop/Alim,AG1.13,2018,GO,Cerrado,Cerrado,RB.Parana,33,303585303,110306,22576,2092278,86,107,130,106,2,86,93789,103,0%
AG1,Agrop/Alim,AG1.14,2018,RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Atl.Sul,44,618428810,224704,45990,4262145,161,196,529,195,25,221,171184,267,0%
AG1,Agrop/Alim,AG1.15,2018,MT,Cerrado,Cerrado,RB.Amazonica,625,310278113,112738,23074,2138404,88,109,1,108,40,69,86125,1207,1%
AG1,Agrop/Alim,AG1.16,2018,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,66,927091836,336855,68944,6389418,224,268,628,266,58,289,215260,369,0%
AG1,Agrop/Alim,AG1.17,2018,GO,Cerrado,Cerrado,RB.Parana,13,303585303,110306,22576,2092278,86,107,130,106,1,86,93665,0,0%
AG1,Agrop/Alim,AG1.18,2018,MT,Fl.Sec.Chiquit,Amazonia,RB.Paraguai,625,305894633,111146,22748,2108193,87,108,45,107,656,200,133859,1428,1%
AG1,Agrop/Alim,AG1.19,2018,MT,Cerrado,Cerrado,RB.Amazonica,625,302521595,109920,22497,2084947,86,107,1,106,40,68,84777,1207,1%
AG1,Agrop/Alim,AG1.20,2018,PR,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,852,2037596,740,152,14043,1,1,4,1,576,116,24905,1223,5%
AG1,Agrop/Alim,AG1.21,2018,PR,Cerrado,Cerrado,RB.Parana,852,1712203,622,127,11800,1,1,1,1,54,11,8922,1066,12%
AG1,Agrop/Alim,AG1.22,2018,GO,Cerrado,Cerrado,RB.Parana,4442,308433486,112068,22937,2125691,88,109,132,108,230,133,113015,2567,2%
AG1,Agrop/Alim,AG1.23,2018,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,302521595,109920,22497,2084947,86,107,355,106,20,135,112943,185,0%
AG1,Agrop/Alim,AG1.24,2018,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,16,1712203,622,127,11800,1,1,1,1,25,6,6576,0,0%
AG1,Agrop/Alim,AG1.25,2018,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,311068209,113025,23133,2143849,88,109,133,109,444,177,127549,1344,1%
AG1,Agrop/Alim,AG1.26,2018,MG,Cerrado,Cerrado,RB.Parana,7623,310603507,112856,23098,2140646,88,109,133,109,339,156,120861,2940,2%
AG1,Agrop/Alim,AG1.27,2018,MT,Cerrado,Cerrado,RB.Paraguai,625,303585303,110306,22576,2092278,86,107,44,106,40,77,89309,1207,1%
AG1,Agrop/Alim,AG1.28,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1598,917948901,333533,68264,6326406,222,266,501,265,600,371,238360,2322,1%
AG1,Agrop/Alim,AG1.29,2018,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,156,2037596,740,152,14043,1,1,23,1,561,117,24974,326,1%
